Date_Time,Days,hour,Relative Humidity in %,Temperature,Radiation value in MJ/m^2,Wind Direction,Wind speed in kmph,Demand,Kerala Holidays
2/28/2018 5:00,424,6,,4.04,0,,,382.2628571,FALSE
2/28/2018 6:00,424,7,,4.585,0,,,412.6414286,FALSE
2/28/2018 7:00,424,8,60,5.317,0,23,14,427.1742857,FALSE
2/28/2018 8:00,424,9,,6.252,0,,,410.9071429,FALSE
2/28/2018 9:00,424,10,,7.266,0,,,404.1857143,FALSE
2/28/2018 10:00,424,11,53,8.265,0,23,20,422.5157143,FALSE
2/28/2018 11:00,424,12,,8.91,0,,,425.0271429,FALSE
2/28/2018 12:00,424,13,,9.164,0,,,435.6642857,FALSE
2/28/2018 13:00,424,14,63,9.009,0,23,24,431.8714286,FALSE
2/28/2018 14:00,424,15,,8.465,0,,,440.5614286,FALSE
2/28/2018 15:00,424,16,,7.296,0,,,457.9242857,FALSE
2/28/2018 16:00,424,17,72,6.148,0,23,12,445.0757143,FALSE
2/28/2018 17:00,424,18,,5.561,0,,,453.92,FALSE
2/28/2018 18:00,424,19,,5.094,0,,,445.7771429,FALSE
2/28/2018 19:00,424,20,78,4.749,0,27,14,516.8671429,FALSE
2/28/2018 20:00,424,21,,4.466,0,,,525.7885714,FALSE
2/28/2018 21:00,424,22,,4.258,0,,,529.8,FALSE
2/28/2018 22:00,424,23,80,4.061,0,0,5,523.45,FALSE
2/28/2018 23:00,424,24,,3.856,0,,,482.6871429,FALSE
3/1/2018 0:00,425,1,,3.651,0,,,441.4914286,FALSE
3/1/2018 1:00,425,2,81,3.459,0,0,0,412.6228571,FALSE
3/1/2018 2:00,425,3,,3.258,0,,,400.4185714,FALSE
3/1/2018 3:00,425,4,,3.102,0,,,387.7742857,FALSE
3/1/2018 4:00,425,5,78,2.988,0,0,4,379.48,FALSE
3/1/2018 5:00,425,6,,3.37,0,,,380.3685714,FALSE
3/1/2018 6:00,425,7,,4.58,0,,,416.2085714,FALSE
3/1/2018 7:00,425,8,69,5.945,0,23,14,436.4928571,FALSE
3/1/2018 8:00,425,9,,7.152,0,,,415.5442857,FALSE
3/1/2018 9:00,425,10,,8.116,0,,,405.1514286,FALSE
3/1/2018 10:00,425,11,50,8.955,9.1,27,16,418.4971429,FALSE
3/1/2018 11:00,425,12,,9.499,1,,,424.9528571,FALSE
3/1/2018 12:00,425,13,,9.665,5,,,429.4442857,FALSE
3/1/2018 13:00,425,14,66,9.454,19,27,20,429.9357143,FALSE
3/1/2018 14:00,425,15,,8.815,0,,,440.3114286,FALSE
3/1/2018 15:00,425,16,,7.528,0,,,460.89,FALSE
3/1/2018 16:00,425,17,70,6.286,0,27,10,459.3428571,FALSE
3/1/2018 17:00,425,18,,5.74,0,,,456.6157143,FALSE
3/1/2018 18:00,425,19,,5.287,0,,,445.4971429,FALSE
3/1/2018 19:00,425,20,73,4.936,0,0,5,520.9571429,FALSE
3/1/2018 20:00,425,21,,4.637,0,,,530.4971429,FALSE
3/1/2018 21:00,425,22,,4.404,0,,,528.7057143,FALSE
3/1/2018 22:00,425,23,81,4.201,0,0,4,531.9071429,FALSE
3/1/2018 23:00,425,24,,4.017,0,,,496.9471429,FALSE
3/2/2018 0:00,426,1,,3.86,0,,,451.3585714,FALSE
3/2/2018 1:00,426,2,,3.71,0,,,421.9071429,FALSE
3/2/2018 2:00,426,3,,3.587,0,,,407.88,FALSE
3/2/2018 3:00,426,4,76,3.414,0,9,8,395.2528571,FALSE
3/2/2018 4:00,426,5,,3.204,0,,,386.5871429,FALSE
3/2/2018 5:00,426,6,,3.709,0,,,388.5428571,FALSE
3/2/2018 6:00,426,7,62,5.125,0,18,8,409.76,FALSE
3/2/2018 7:00,426,8,,6.598,0,,,424.9828571,FALSE
3/2/2018 8:00,426,9,,7.945,0,,,400.9642857,FALSE
3/2/2018 9:00,426,10,55,8.944,8.6,23,18,398.5885714,FALSE
3/2/2018 10:00,426,11,,9.744,2,,,409.6414286,FALSE
3/2/2018 11:00,426,12,,10.291,5,,,419.5414286,FALSE
3/2/2018 12:00,426,13,63,10.543,19,23,22,424.0685714,FALSE
3/2/2018 13:00,426,14,,10.421,0,,,415.0885714,FALSE
3/2/2018 14:00,426,15,,9.78,0,,,422.6514286,FALSE
3/2/2018 15:00,426,16,69,7.898,0,18,12,443.5928571,FALSE
3/2/2018 16:00,426,17,,6.16,0,,,442.6871429,FALSE
3/2/2018 17:00,426,18,,5.546,0,,,437.1442857,FALSE
3/2/2018 18:00,426,19,76,5.05,0,0,4,430.0657143,FALSE
3/2/2018 19:00,426,20,,4.596,0,,,510.8871429,FALSE
3/2/2018 20:00,426,21,,4.092,0,,,511.1857143,FALSE
3/2/2018 21:00,426,22,78,3.639,0,0,0,510.9428571,FALSE
3/2/2018 22:00,426,23,,3.258,0,,,517.4528571,FALSE
3/2/2018 23:00,426,24,,2.942,0,,,471.4642857,FALSE
3/3/2018 0:00,427,1,81,2.699,0,0,0,431.78,FALSE
3/3/2018 1:00,427,2,,2.495,0,,,409.7942857,FALSE
3/3/2018 2:00,427,3,,2.339,0,,,393.53,FALSE
3/3/2018 3:00,427,4,72,2.159,0,34,6,379.9428571,FALSE
3/3/2018 4:00,427,5,,1.964,0,,,368.8885714,FALSE
3/3/2018 5:00,427,6,,3.044,0,,,371.2542857,FALSE
3/3/2018 6:00,427,7,60,5.629,0,23,16,392.37,FALSE
3/3/2018 7:00,427,8,,8.21,0,,,405.4571429,FALSE
3/3/2018 8:00,427,9,,10.441,0,,,391.7014286,FALSE
3/3/2018 9:00,427,10,58,12.141,8.9,23,20,405.5557143,FALSE
3/3/2018 10:00,427,11,,13.446,2,,,417.1042857,FALSE
3/3/2018 11:00,427,12,,14.248,5,,,424.9471429,FALSE
3/3/2018 12:00,427,13,63,14.515,19,25,22,432.0371429,FALSE
3/3/2018 13:00,427,14,,14.295,0,,,432.4228571,FALSE
3/3/2018 14:00,427,15,,13.323,0,,,431.9628571,FALSE
3/3/2018 15:00,427,16,68,10.68,0,23,10,447.57,FALSE
3/3/2018 16:00,427,17,,8.872,0,,,445.6271429,FALSE
3/3/2018 17:00,427,18,,8.4,0,,,445.0485714,FALSE
3/3/2018 18:00,427,19,75,8.257,0,0,4,426.0671429,FALSE
3/3/2018 19:00,427,20,,8.343,0,,,507.6785714,FALSE
3/3/2018 20:00,427,21,,8.537,0,,,516.5328571,FALSE
3/3/2018 21:00,427,22,81,8.676,0,0,0,511.1942857,FALSE
3/3/2018 22:00,427,23,,8.783,0,,,513.3571429,FALSE
3/3/2018 23:00,427,24,,8.859,0,,,484.8642857,FALSE
3/4/2018 0:00,428,1,81,8.897,0,0,0,442.4342857,TRUE
3/4/2018 1:00,428,2,,8.892,0,,,411.2214286,TRUE
3/4/2018 2:00,428,3,,8.818,0,,,397.8971429,TRUE
3/4/2018 3:00,428,4,77,8.722,0,0,4,386.7028571,TRUE
3/4/2018 4:00,428,5,,8.636,0,,,375.4857143,TRUE
3/4/2018 5:00,428,6,,9.479,0,,,375.1285714,TRUE
3/4/2018 6:00,428,7,66,11.155,0,32,12,389.7871429,TRUE
3/4/2018 7:00,428,8,,12.957,0,,,392.69,TRUE
3/4/2018 8:00,428,9,,14.576,0,,,345.6,TRUE
3/4/2018 9:00,428,10,58,15.776,7,29,16,334.5628571,TRUE
3/4/2018 10:00,428,11,,16.642,2,,,331.5914286,TRUE
3/4/2018 11:00,428,12,,17.391,5,,,345.0014286,TRUE
3/4/2018 12:00,428,13,71,17.68,19,27,12,353.45,TRUE
3/4/2018 13:00,428,14,,17.196,0,,,358.9585714,TRUE
3/4/2018 14:00,428,15,,15.622,0,,,368.7557143,TRUE
3/4/2018 15:00,428,16,72,13.162,0,0,0,382.2,TRUE
3/4/2018 16:00,428,17,,11.692,0,,,379.3271429,TRUE
3/4/2018 17:00,428,18,,11.558,0,,,370.4157143,TRUE
3/4/2018 18:00,428,19,75,11.597,0,0,0,392.7457143,TRUE
3/4/2018 19:00,428,20,,11.703,0,,,478.7914286,TRUE
3/4/2018 20:00,428,21,,11.809,0,,,498.2085714,TRUE
3/4/2018 21:00,428,22,77,11.865,0,0,0,504.6328571,TRUE
3/4/2018 22:00,428,23,,11.953,0,,,507.0814286,TRUE
3/4/2018 23:00,428,24,,12.082,0,,,478.1157143,TRUE
3/5/2018 0:00,429,1,78,12.212,0,0,0,432.0842857,FALSE
3/5/2018 1:00,429,2,,12.375,0,,,401.3057143,FALSE
3/5/2018 2:00,429,3,,12.531,0,,,389.8985714,FALSE
3/5/2018 3:00,429,4,77,12.705,0,5,8,377.7642857,FALSE
3/5/2018 4:00,429,5,,12.874,0,,,371.5642857,FALSE
3/5/2018 5:00,429,6,,13.408,0,,,373.8685714,FALSE
3/5/2018 6:00,429,7,62,14.571,0,27,14,406.4957143,FALSE
3/5/2018 7:00,429,8,,16.008,0,,,425.2585714,FALSE
3/5/2018 8:00,429,9,,17.499,0,,,403.8142857,FALSE
3/5/2018 9:00,429,10,58,18.716,8.3,23,22,395.9957143,FALSE
3/5/2018 10:00,429,11,,19.545,2,,,416.5714286,FALSE
3/5/2018 11:00,429,12,,20.003,5,,,426.1085714,FALSE
3/5/2018 12:00,429,13,63,19.885,19,23,18,434.2114286,FALSE
3/5/2018 13:00,429,14,,19.108,0,,,434.3671429,FALSE
3/5/2018 14:00,429,15,,17.829,0,,,445.9285714,FALSE
3/5/2018 15:00,429,16,72,16.558,0,27,8,459.8128571,FALSE
3/5/2018 16:00,429,17,,15.727,0,,,462.5542857,FALSE
3/5/2018 17:00,429,18,,15.373,0,,,461.9442857,FALSE
3/5/2018 18:00,429,19,76,15.044,0,34,10,452.4128571,FALSE
3/5/2018 19:00,429,20,,14.742,0,,,526.8914286,FALSE
3/5/2018 20:00,429,21,,14.439,0,,,530.96,FALSE
3/5/2018 21:00,429,22,78,14.163,0,0,0,532.0157143,FALSE
3/5/2018 22:00,429,23,,13.793,0,,,533.2814286,FALSE
3/5/2018 23:00,429,24,,13.407,0,,,500.2114286,FALSE
3/6/2018 0:00,430,1,85,13.003,0,5,10,450.8157143,FALSE
3/6/2018 1:00,430,2,,12.478,0,,,423.0228571,FALSE
3/6/2018 2:00,430,3,,11.859,0,,,408.91,FALSE
3/6/2018 3:00,430,4,76,11.234,0,0,4,397.57,FALSE
3/6/2018 4:00,430,5,,10.607,0,,,389.6042857,FALSE
3/6/2018 5:00,430,6,,10.933,0,,,390.5442857,FALSE
3/6/2018 6:00,430,7,60,12.2,0,23,10,420.27,FALSE
3/6/2018 7:00,430,8,,13.614,0,,,432.8742857,FALSE
3/6/2018 8:00,430,9,,15,0,,,411.0714286,FALSE
3/6/2018 9:00,430,10,55,16.259,7.6,27,16,414.4,FALSE
3/6/2018 10:00,430,11,,17.195,2,,,426.9714286,FALSE
3/6/2018 11:00,430,12,,17.612,5,,,433.1914286,FALSE
3/6/2018 12:00,430,13,62,17.636,19,23,20,415.9657143,FALSE
3/6/2018 13:00,430,14,,17.235,0,,,430.93,FALSE
3/6/2018 14:00,430,15,,16.296,0,,,439.6757143,FALSE
3/6/2018 15:00,430,16,68,13.877,0,0,4,464.9242857,FALSE
3/6/2018 16:00,430,17,,11.601,0,,,465.5228571,FALSE
3/6/2018 17:00,430,18,,10.997,0,,,467.1857143,FALSE
3/6/2018 18:00,430,19,70,10.58,0,0,4,452.7471429,FALSE
3/6/2018 19:00,430,20,,10.24,0,,,534.2457143,FALSE
3/6/2018 20:00,430,21,,9.935,0,,,543.5628571,FALSE
3/6/2018 21:00,430,22,80,9.693,0,0,0,546.87,FALSE
3/6/2018 22:00,430,23,,9.477,0,,,537.85,FALSE
3/6/2018 23:00,430,24,,9.304,0,,,510.71,FALSE
3/7/2018 0:00,431,1,84,9.269,0,0,0,461.1357143,FALSE
3/7/2018 1:00,431,2,,9.262,0,,,429.06,FALSE
3/7/2018 2:00,431,3,,9.208,0,,,417.2542857,FALSE
3/7/2018 3:00,431,4,76,9.001,0,7,10,400.6671429,FALSE
3/7/2018 4:00,431,5,,8.665,0,,,391.6471429,FALSE
3/7/2018 5:00,431,6,,9.845,0,,,393.59,FALSE
3/7/2018 6:00,431,7,62,12.096,0,23,12,424.0371429,FALSE
3/7/2018 7:00,431,8,,14.414,0,,,442.4771429,FALSE
3/7/2018 8:00,431,9,,16.018,0,,,418.3114286,FALSE
3/7/2018 9:00,431,10,56,17.355,8.8,27,20,415.15,FALSE
3/7/2018 10:00,431,11,,18.41,2,,,427.3785714,FALSE
3/7/2018 11:00,431,12,,19.069,5,,,432.7442857,FALSE
3/7/2018 12:00,431,13,66,19.341,19,25,14,439.9671429,FALSE
3/7/2018 13:00,431,14,,19.165,0,,,438.2457143,FALSE
3/7/2018 14:00,431,15,,18.294,0,,,446.0328571,FALSE
3/7/2018 15:00,431,16,71,15.612,0,0,0,467.2371429,FALSE
3/7/2018 16:00,431,17,,14.061,0,,,468.9514286,FALSE
3/7/2018 17:00,431,18,,13.522,0,,,463.6357143,FALSE
3/7/2018 18:00,431,19,74,12.752,0,0,0,453.2114286,FALSE
3/7/2018 19:00,431,20,,11.894,0,,,536.2957143,FALSE
3/7/2018 20:00,431,21,,11.304,0,,,540.7542857,FALSE
3/7/2018 21:00,431,22,79,11.018,0,0,0,542.6514286,FALSE
3/7/2018 22:00,431,23,,10.852,0,,,546.7,FALSE
3/7/2018 23:00,431,24,,10.713,0,,,506.4571429,FALSE
3/8/2018 0:00,432,1,80,10.593,0,0,0,457.0642857,FALSE
3/8/2018 1:00,432,2,,10.552,0,,,431.6057143,FALSE
3/8/2018 2:00,432,3,,10.638,0,,,412.3442857,FALSE
3/8/2018 3:00,432,4,76,10.745,0,7,14,398.6042857,FALSE
3/8/2018 4:00,432,5,,10.794,0,,,392.78,FALSE
3/8/2018 5:00,432,6,,11.711,0,,,395.8842857,FALSE
3/8/2018 6:00,432,7,59,13.58,0,14,12,423.9371429,FALSE
3/8/2018 7:00,432,8,,15.696,0,,,436.9257143,FALSE
3/8/2018 8:00,432,9,,17.738,0,,,415.3271429,FALSE
3/8/2018 9:00,432,10,58,18.895,6.7,23,10,412.5828571,FALSE
3/8/2018 10:00,432,11,,19.597,2,,,429.0042857,FALSE
3/8/2018 11:00,432,12,,19.953,5,,,438.3314286,FALSE
3/8/2018 12:00,432,13,61,19.961,19,23,16,437.5914286,FALSE
3/8/2018 13:00,432,14,,19.554,0,,,437.55,FALSE
3/8/2018 14:00,432,15,,18.498,0,,,447.9557143,FALSE
3/8/2018 15:00,432,16,73,15.61,0,18,10,463.7371429,FALSE
3/8/2018 16:00,432,17,,13.291,0,,,467.7842857,FALSE
3/8/2018 17:00,432,18,,12.357,0,,,469.6257143,FALSE
3/8/2018 18:00,432,19,80,11.641,0,36,18,455.0728571,FALSE
3/8/2018 19:00,432,20,,11.103,0,,,535.7971429,FALSE
3/8/2018 20:00,432,21,,10.678,0,,,540.2014286,FALSE
3/8/2018 21:00,432,22,78,10.536,0,0,0,544.55,FALSE
3/8/2018 22:00,432,23,,10.453,0,,,548.3871429,FALSE
3/8/2018 23:00,432,24,,10.384,0,,,512.7628571,FALSE
3/9/2018 0:00,433,1,85,10.285,0,0,0,466.1042857,FALSE
3/9/2018 1:00,433,2,,10.275,0,,,436.7957143,FALSE
3/9/2018 2:00,433,3,,10.394,0,,,420.1528571,FALSE
3/9/2018 3:00,433,4,83,10.391,0,0,0,406.5271429,FALSE
3/9/2018 4:00,433,5,,10.304,0,,,403.8642857,FALSE
3/9/2018 5:00,433,6,,11.437,0,,,403.3428571,FALSE
3/9/2018 6:00,433,7,58,13.833,0,27,6,427.1714286,FALSE
3/9/2018 7:00,433,8,,16.56,0,,,445.68,FALSE
3/9/2018 8:00,433,9,,18.923,0,,,424.7942857,FALSE
3/9/2018 9:00,433,10,67,20.527,5.7,27,6,421.4928571,FALSE
3/9/2018 10:00,433,11,,21.622,2,,,432.8614286,FALSE
3/9/2018 11:00,433,12,,22.278,5,,,439.6428571,FALSE
3/9/2018 12:00,433,13,68,22.511,19,27,4,444.9914286,FALSE
3/9/2018 13:00,433,14,,22.311,0,,,441.13,FALSE
3/9/2018 14:00,433,15,,21.359,0,,,443.49,FALSE
3/9/2018 15:00,433,16,79,18.446,0,0,0,465.3142857,FALSE
3/9/2018 16:00,433,17,,16.129,0,,,462.0557143,FALSE
3/9/2018 17:00,433,18,,14.97,0,,,461.97,FALSE
3/9/2018 18:00,433,19,83,13.881,0,0,0,447.53,FALSE
3/9/2018 19:00,433,20,,12.93,0,,,528.7928571,FALSE
3/9/2018 20:00,433,21,,12.166,0,,,536.8642857,FALSE
3/9/2018 21:00,433,22,87,11.603,0,0,0,538.0042857,FALSE
3/9/2018 22:00,433,23,,11.233,0,,,541.5085714,FALSE
3/9/2018 23:00,433,24,,10.955,0,,,510.3885714,FALSE
3/10/2018 0:00,434,1,87,10.779,0,0,0,468.1414286,TRUE
3/10/2018 1:00,434,2,,10.718,0,,,441.9971429,TRUE
3/10/2018 2:00,434,3,,10.772,0,,,424.63,TRUE
3/10/2018 3:00,434,4,81,10.807,0,27,6,408.9428571,TRUE
3/10/2018 4:00,434,5,,10.85,0,,,401.9,TRUE
3/10/2018 5:00,434,6,,13.011,0,,,402.1228571,TRUE
3/10/2018 6:00,434,7,46,16.078,0,27,6,421.9228571,TRUE
3/10/2018 7:00,434,8,,18.61,0,,,425.2485714,TRUE
3/10/2018 8:00,434,9,,21.095,0,,,412.25,TRUE
3/10/2018 9:00,434,10,46,22.733,8.2,27,6,416.9971429,TRUE
3/10/2018 10:00,434,11,,23.833,2,,,430.8814286,TRUE
3/10/2018 11:00,434,12,,24.485,5,,,436.3171429,TRUE
3/10/2018 12:00,434,13,54,24.655,19,27,6,440.3428571,TRUE
3/10/2018 13:00,434,14,,24.29,0,,,444.5128571,TRUE
3/10/2018 14:00,434,15,,23.179,0,,,442.8457143,TRUE
3/10/2018 15:00,434,16,72,20.472,0,0,0,463.72,TRUE
3/10/2018 16:00,434,17,,18.3,0,,,462.61,TRUE
3/10/2018 17:00,434,18,,17.392,0,,,449.2657143,TRUE
3/10/2018 18:00,434,19,74,16.576,0,0,0,438.2985714,TRUE
3/10/2018 19:00,434,20,,15.794,0,,,520.3385714,TRUE
3/10/2018 20:00,434,21,,15.129,0,,,532.6257143,TRUE
3/10/2018 21:00,434,22,87,14.565,0,0,0,532.8,TRUE
3/10/2018 22:00,434,23,,14.15,0,,,536.6971429,TRUE
3/10/2018 23:00,434,24,,13.9,0,,,513.8885714,TRUE
3/11/2018 0:00,435,1,90,13.697,0,0,0,463.5971429,TRUE
3/11/2018 1:00,435,2,,13.56,0,,,430.9271429,TRUE
3/11/2018 2:00,435,3,,13.47,0,,,414.3371429,TRUE
3/11/2018 3:00,435,4,83,13.366,0,0,0,402.0957143,TRUE
3/11/2018 4:00,435,5,,13.305,0,,,391.8585714,TRUE
3/11/2018 5:00,435,6,,14.419,0,,,385.6257143,TRUE
3/11/2018 6:00,435,7,43,15.925,0,5,4,399.43,TRUE
3/11/2018 7:00,435,8,,17.832,0,,,397.3157143,TRUE
3/11/2018 8:00,435,9,,19.885,0,,,372.3785714,TRUE
3/11/2018 9:00,435,10,42,21.887,5.5,14,6,359.4585714,TRUE
3/11/2018 10:00,435,11,,23.597,2,,,357.5457143,TRUE
3/11/2018 11:00,435,12,,24.644,5,,,358.8757143,TRUE
3/11/2018 12:00,435,13,51,25.052,19,27,6,359.1171429,TRUE
3/11/2018 13:00,435,14,,24.878,0,,,365.52,TRUE
3/11/2018 14:00,435,15,,23.951,0,,,376.41,TRUE
3/11/2018 15:00,435,16,71,21.21,0,27,6,381.3,TRUE
3/11/2018 16:00,435,17,,19.483,0,,,385.6185714,TRUE
3/11/2018 17:00,435,18,,19.162,0,,,382.2214286,TRUE
3/11/2018 18:00,435,19,81,18.614,0,0,0,388.6828571,TRUE
3/11/2018 19:00,435,20,,17.943,0,,,476.6214286,TRUE
3/11/2018 20:00,435,21,,17.344,0,,,493.9328571,TRUE
3/11/2018 21:00,435,22,90,16.787,0,5,6,499.2742857,TRUE
3/11/2018 22:00,435,23,,16.297,0,,,506.5857143,TRUE
3/11/2018 23:00,435,24,,15.874,0,,,479.5614286,TRUE
3/12/2018 0:00,436,1,88,15.501,0,5,6,436.8642857,FALSE
3/12/2018 1:00,436,2,,15.174,0,,,408.9428571,FALSE
3/12/2018 2:00,436,3,,14.807,0,,,396.0614286,FALSE
3/12/2018 3:00,436,4,72,14.542,0,29,4,383.5757143,FALSE
3/12/2018 4:00,436,5,,14.467,0,,,374,FALSE
3/12/2018 5:00,436,6,,16.372,0,,,374.8042857,FALSE
3/12/2018 6:00,436,7,49,19.075,0,9,6,399.98,FALSE
3/12/2018 7:00,436,8,,21.578,0,,,414.2471429,FALSE
3/12/2018 8:00,436,9,,23.563,0,,,397.4871429,FALSE
3/12/2018 9:00,436,10,56,24.975,2.4,27,6,402.8214286,FALSE
3/12/2018 10:00,436,11,,25.74,2,,,418.9185714,FALSE
3/12/2018 11:00,436,12,,25.953,5,,,427.7057143,FALSE
3/12/2018 12:00,436,13,77,25.76,19,5,4,431.7228571,FALSE
3/12/2018 13:00,436,14,,25.401,0,,,434.4857143,FALSE
3/12/2018 14:00,436,15,,24.73,0,,,433.3885714,FALSE
3/12/2018 15:00,436,16,77,22.453,0,5,4,455.1642857,FALSE
3/12/2018 16:00,436,17,,20.335,0,,,457.4971429,FALSE
3/12/2018 17:00,436,18,,19.733,0,,,459.2814286,FALSE
3/12/2018 18:00,436,19,84,19.446,0,0,0,448.64,FALSE
3/12/2018 19:00,436,20,,19.302,0,,,529.37,FALSE
3/12/2018 20:00,436,21,,19.079,0,,,543.3985714,FALSE
3/12/2018 21:00,436,22,84,18.916,0,0,0,539.6385714,FALSE
3/12/2018 22:00,436,23,,18.642,0,,,547.5471429,FALSE
3/12/2018 23:00,436,24,,18.477,0,,,505.6585714,FALSE
3/13/2018 0:00,437,1,91,18.361,0,0,0,458.8142857,FALSE
3/13/2018 1:00,437,2,,18.135,0,,,430.9657143,FALSE
3/13/2018 2:00,437,3,,17.899,0,,,417.27,FALSE
3/13/2018 3:00,437,4,87,17.58,0,5,6,404.6857143,FALSE
3/13/2018 4:00,437,5,,17.434,0,,,397.3528571,FALSE
3/13/2018 5:00,437,6,,18.824,0,,,400.2371429,FALSE
3/13/2018 6:00,437,7,72,21,0,5,4,427.2357143,FALSE
3/13/2018 7:00,437,8,,22.997,0,,,442.59,FALSE
3/13/2018 8:00,437,9,,24.389,0,,,425.5685714,FALSE
3/13/2018 9:00,437,10,79,25.087,0,27,6,421.9528571,FALSE
3/13/2018 10:00,437,11,,25.392,3,,,434.7457143,FALSE
3/13/2018 11:00,437,12,,25.418,5,,,433.36,FALSE
3/13/2018 12:00,437,13,83,25.332,19,27,6,435.3528571,FALSE
3/13/2018 13:00,437,14,,25.153,5,,,429.57,FALSE
3/13/2018 14:00,437,15,,24.652,10,,,442.4657143,FALSE
3/13/2018 15:00,437,16,84,22.777,11,27,6,458.6571429,FALSE
3/13/2018 16:00,437,17,,20.004,0,,,449.7471429,FALSE
3/13/2018 17:00,437,18,,18.955,0,,,439.9542857,FALSE
3/13/2018 18:00,437,19,89,18.235,0,27,6,431.6928571,FALSE
3/13/2018 19:00,437,20,,17.516,0,,,502.25,FALSE
3/13/2018 20:00,437,21,,16.845,0,,,508.8185714,FALSE
3/13/2018 21:00,437,22,81,16.202,0,0,0,505.41,FALSE
3/13/2018 22:00,437,23,,15.744,0,,,502.4328571,FALSE
3/13/2018 23:00,437,24,,15.485,0,,,470.5771429,FALSE
3/14/2018 0:00,438,1,95,15.462,0,0,0,424.8528571,FALSE
3/14/2018 1:00,438,2,,15.553,0,,,394.8871429,FALSE
3/14/2018 2:00,438,3,,15.636,0,,,379.0671429,FALSE
3/14/2018 3:00,438,4,92,15.669,0,27,6,366.7057143,FALSE
3/14/2018 4:00,438,5,,15.694,0,,,358.3542857,FALSE
3/14/2018 5:00,438,6,,16.309,0,,,363.9857143,FALSE
3/14/2018 6:00,438,7,60,17.703,0,27,6,395.3028571,FALSE
3/14/2018 7:00,438,8,,18.793,0,,,410.9742857,FALSE
3/14/2018 8:00,438,9,,19.876,4.3,,,402.8371429,FALSE
3/14/2018 9:00,438,10,40,20.554,2,14,14,403.1228571,FALSE
3/14/2018 10:00,438,11,,20.698,5,,,418.4828571,FALSE
3/14/2018 11:00,438,12,,20.511,19,,,426.0385714,FALSE
3/14/2018 12:00,438,13,67,20.199,7,23,8,437.5657143,FALSE
3/14/2018 13:00,438,14,,19.685,8,,,435.25,FALSE
3/14/2018 14:00,438,15,,18.962,9,,,426.8528571,FALSE
3/14/2018 15:00,438,16,74,17.741,0,23,12,426.6142857,FALSE
3/14/2018 16:00,438,17,,16.336,0,,,425.8242857,FALSE
3/14/2018 17:00,438,18,,15.797,0,,,427.5814286,FALSE
3/14/2018 18:00,438,19,74,15.394,0,23,4,424.5428571,FALSE
3/14/2018 19:00,438,20,,15.074,0,,,513.2314286,FALSE
3/14/2018 20:00,438,21,,14.727,0,,,515.48,FALSE
3/14/2018 21:00,438,22,95,14.408,0,0,0,510.9214286,FALSE
3/14/2018 22:00,438,23,,14.087,0,,,506.3728571,FALSE
3/14/2018 23:00,438,24,,13.721,0,,,465.9085714,FALSE
3/15/2018 0:00,439,1,90,13.314,0,0,0,423.3685714,FALSE
3/15/2018 1:00,439,2,,13.018,0,,,397.0728571,FALSE
3/15/2018 2:00,439,3,,12.846,0,,,382.7128571,FALSE
3/15/2018 3:00,439,4,73,12.722,0,11,4,372.8114286,FALSE
3/15/2018 4:00,439,5,,12.629,0,,,367.37,FALSE
3/15/2018 5:00,439,6,,13.369,0,,,371.6585714,FALSE
3/15/2018 6:00,439,7,57,14.206,0,14,12,400.8142857,FALSE
3/15/2018 7:00,439,8,,15.074,0,,,417.7757143,FALSE
3/15/2018 8:00,439,9,,15.867,9,,,401.25,FALSE
3/15/2018 9:00,439,10,57,16.353,2,18,10,403.7271429,FALSE
3/15/2018 10:00,439,11,,16.758,5,,,416.6471429,FALSE
3/15/2018 11:00,439,12,,17.159,19,,,421.8928571,FALSE
3/15/2018 12:00,439,13,59,17.392,0,14,12,429.0785714,FALSE
3/15/2018 13:00,439,14,,17.343,0,,,433.4071429,FALSE
3/15/2018 14:00,439,15,,16.895,0,,,438.7285714,FALSE
3/15/2018 15:00,439,16,82,15.749,0,27,6,448.4328571,FALSE
3/15/2018 16:00,439,17,,13.911,0,,,440.5571429,FALSE
3/15/2018 17:00,439,18,,13.194,0,,,428.4257143,FALSE
3/15/2018 18:00,439,19,86,12.642,0,0,0,416.4457143,FALSE
3/15/2018 19:00,439,20,,12.274,0,,,489.7228571,FALSE
3/15/2018 20:00,439,21,,11.888,0,,,496.2985714,FALSE
3/15/2018 21:00,439,22,85,11.668,0,23,6,490.8214286,FALSE
3/15/2018 22:00,439,23,,11.478,0,,,492.7885714,FALSE
3/15/2018 23:00,439,24,,11.436,0,,,454.7385714,FALSE
3/16/2018 0:00,440,1,90,11.395,0,0,0,411.6442857,FALSE
3/16/2018 1:00,440,2,,11.277,0,,,391.1785714,FALSE
3/16/2018 2:00,440,3,,11.119,0,,,378.2442857,FALSE
3/16/2018 3:00,440,4,83,10.86,0,0,0,367.9771429,FALSE
3/16/2018 4:00,440,5,,10.758,0,,,362.2528571,FALSE
3/16/2018 5:00,440,6,,12.224,0,,,364.4128571,FALSE
3/16/2018 6:00,440,7,56,14.109,0,27,6,395.2457143,FALSE
3/16/2018 7:00,440,8,,16.608,0,,,412.4785714,FALSE
3/16/2018 8:00,440,9,,18.754,8.2,,,402.5242857,FALSE
3/16/2018 9:00,440,10,57,20.499,2,27,8,399.4785714,FALSE
